Product_ID,Mass,Product_Class,Product_Type,Unit_Price,Quantity sold,Branch_Id,Sales_Date,Branch_Size,Branch_Location,Branch_Type,Total sales in RWF
KBRS26,22.88,Less fat,Irish Potatoes,671.10278,8,S009,1/30/2019 0:00,Level2,Gasabo,Simba_Branch1,5368.82224
LINS60,24.7,Less fat,kitchen items,2985.93904,9,S009,1/30/2019 0:00,Level2,Gasabo,Simba_Branch1,26873.45136
TINS06,9.75,Less fat,Hygiene,2752.25396,9.4,S010,1/30/2019 0:00,,Kicukiro,Simba_Branch1,25871.18722
NICS30,17.355,Less fat,Cheese,1218.33884,9.8,S006,1/30/2019 0:00,Level3,Gasabo,Simba_Branch1,11939.72063
EXTS89,11.18,Less fat,kitchen items,1772.80632,45,S006,1/30/2019 0:00,Level3,Gasabo,Simba_Branch1,79776.2844
MJRS51,0,Less fat,Fried Foods,3077.3727,46,S011,1/30/2019 0:00,Level3,Gasabo,Simba_Branch4,141559.1442
YOUS19,13.65,Normal,Fried Foods,2207.66178,47,S001,1/30/2019 0:00,,Nyarugenge,Simba_Branch4,103760.1037
OMMS23,11.7,Less fat,Irish Potatoes,3349.64838,48,S006,1/30/2019 0:00,Level3,Gasabo,Simba_Branch1,160783.1222
AVUS69,5.993,Less fat,Alcohols,2707.30172,49,S009,1/30/2019 0:00,Level2,Gasabo,Simba_Branch1,132657.7843
CHOS65,14.1635,Normal,Irish Potatoes,2295.50014,50,S001,1/30/2019 0:00,,Nyarugenge,Simba_Branch4,114775.007
BYOS11,22.88,Less fat,Fried Foods,1769.66632,51,S009,1/30/2019 0:00,Level2,Gasabo,Simba_Branch1,90252.98232
OMMS40,15.145,Less fat,Fruits line,2955.1168,52,S009,1/30/2019 0:00,Level2,Gasabo,Simba_Branch1,153666.0736
VATS01,24.83,Less fat,kitchen items,659.07972,53,S009,1/30/2019 0:00,Level2,Gasabo,Simba_Branch1,34931.22516
HIIS30,22.36,Normal,Packed Foods,2601.77888,54,S015,1/30/2019 0:00,,Kicukiro,Simba_Branch1,140496.0595
ARSS04,21.45,Less fat,Packed Foods,3247.76166,55,S015,1/30/2019 0:00,,Kicukiro,Simba_Branch1,178626.8913
DMES01,20.28,Less fat,Clothes line,2011.16058,56,S015,1/30/2019 0:00,,Kicukiro,Simba_Branch1,112624.9925
BDFS54,11.7,Less fat,kitchen items,1563.74512,22,S005,1/30/2019 0:00,Level3,Kicukiro,Simba_Branch1,34402.39264
DMES98,19.5,Less fat,Fried Foods,691.96808,24,S003,1/30/2019 0:00,Level1,Nyarugenge,Simba_Branch1,16607.23392
UMKS05,0,Less fat,Simba Breads,1481.19452,36,S007,1/30/2019 0:00,Level2,Nyarugenge,Simba_Branch3,53323.00272
EEPS30,0,Less fat,Chinese Foods,824.22174,10,S007,1/30/2019 0:00,Level2,Nyarugenge,Simba_Branch3,8242.2174
IRSS33,8.0535,Less fat,Fried Foods,1873.16386,21,S009,1/30/2019 0:00,Level2,Gasabo,Simba_Branch1,39336.44106
NNSS90,26.26,Normal,Sweet Potatoes,3097.7827,32,S009,1/30/2019 0:00,Level2,Gasabo,Simba_Branch1,99129.0464
LICS54,26.91,Less fat,Fruits line,608.38442,43,S003,1/30/2019 0:00,Level1,Nyarugenge,Simba_Branch1,26160.53006
PADS23,26.325,Less fat,kitchen items,3847.2222,54,S008,1/30/2019 0:00,Level2,Nyarugenge,Simba_Branch2,207749.9988
BURS30,9.9515,Less fat,Packed Foods,1848.66244,65,S003,1/30/2019 0:00,Level1,Nyarugenge,Simba_Branch1,120163.0586
MYES29,0,Normal,Fruits line,3045.5174,76,S011,1/30/2019 0:00,Level3,Gasabo,Simba_Branch4,231459.3224
CHKS22,7.696,Normal,Sodas,770.38644,10,S010,1/30/2019 0:00,,Kicukiro,Simba_Branch1,7703.8644
VEDS01,24.375,Less fat,Cheese,1554.36594,21,S010,1/30/2019 0:00,,Kicukiro,Simba_Branch1,32641.68474
VEDS76,12.2135,Normal,Sweet Potatoes,1387.65392,32,S015,1/30/2019 0:00,,Kicukiro,Simba_Branch1,44404.92544
ITES22,17.355,Less fat,Fried Foods,2345.12156,43,S005,1/30/2019 0:00,Level3,Kicukiro,Simba_Branch1,100840.2271
DYMS01,0,Normal,Meat,1591.9643,54,S011,1/30/2019 0:00,Level3,Gasabo,Simba_Branch4,85966.0722
CUYS22,24.96,Less fat,kitchen items,3080.5127,65,S001,1/30/2019 0:00,,Nyarugenge,Simba_Branch4,200233.3255
ACES01,24.7,Normal,Fruits line,3550.9004,76,S003,1/30/2019 0:00,Level1,Nyarugenge,Simba_Branch1,269868.4304
RODS19,18.395,Less fat,Fruits line,1950.01222,87,S006,1/30/2019 0:00,Level3,Gasabo,Simba_Branch1,169651.0631
NEHS13,27.105,Normal,Sweet Potatoes,1383.97698,98,S005,1/30/2019 0:00,Level3,Kicukiro,Simba_Branch1,135629.744
DYMS43,11.219,Less fat,Fried Foods,2921.11374,109,S010,1/30/2019 0:00,,Kicukiro,Simba_Branch1,318401.3977
STAS11,21.71,Less fat,kitchen items,3901.09832,120,S008,1/30/2019 0:00,Level2,Nyarugenge,Simba_Branch2,468131.7984
MBAS90,10.2635,Normal,Clothes line,1641.17124,131,S006,1/30/2019 0:00,Level3,Gasabo,Simba_Branch1,214993.4324
PIPS40,10.036,Less fat,Fruits line,1224.57802,142,S003,1/30/2019 0:00,Level1,Nyarugenge,Simba_Branch1,173890.0788
LUBS33,7.2995,Less fat,Hygiene,1908.6961,153,S010,1/30/2019 0:00,,Kicukiro,Simba_Branch1,292030.5033
WERS27,9.165,Normal,Simba Breads,3531.06816,164,S009,1/30/2019 0:00,Level2,Gasabo,Simba_Branch1,579095.1782
YOUS20,18.655,Less fat,Hygiene,1714.79796,175,S001,1/30/2019 0:00,,Nyarugenge,Simba_Branch4,300089.643
ERYS23,11.076,Less fat,Sodas,2382.76074,186,S009,1/30/2019 0:00,Level2,Gasabo,Simba_Branch1,443193.4976
NJGS48,9.9385,Normal,Fried Foods,690.97584,197,S010,1/30/2019 0:00,,Kicukiro,Simba_Branch1,136122.2405
ISAS09,15.73,Less fat,Fried Foods,2348.30238,208,S008,1/30/2019 0:00,Level2,Nyarugenge,Simba_Branch2,488446.895
LIOS11,19.24,Less fat,Meat,3022.00822,219,S006,1/30/2019 0:00,Level3,Gasabo,Simba_Branch1,661819.8002
BDFS69,26.975,Less fat,Sodas,2411.55768,230,S008,1/30/2019 0:00,Level2,Nyarugenge,Simba_Branch2,554658.2664
JAKS09,14.04,Less fat,Fried Foods,3746.36854,241,S015,1/30/2019 0:00,,Kicukiro,Simba_Branch1,902874.8181
ERYS28,23.855,Less fat,Alcohols,2987.50904,252,S001,1/30/2019 0:00,,Nyarugenge,Simba_Branch4,752852.2781
USIS01,17.55,Normal,Cheese,920.90234,263,S008,1/30/2019 0:00,Level2,Nyarugenge,Simba_Branch2,242197.3154
USIS44,26.65,Less fat,kitchen items,546.6583,274,S010,1/30/2019 0:00,,Kicukiro,Simba_Branch1,149784.3742
FEWS90,16.055,Normal,Sweet Potatoes,1234.53496,285,S008,1/30/2019 0:00,Level2,Nyarugenge,Simba_Branch2,351842.4636
DDPS47,11.5635,Less fat,Cheese,614.08666,296,S015,1/30/2019 0:00,,Kicukiro,Simba_Branch1,181769.6514
GGGS01,21.71,Less fat,Cheese,1740.95102,307,S015,1/30/2019 0:00,,Kicukiro,Simba_Branch1,534471.9631
RECS21,21.06,Less fat,Sodas,2447.58604,318,S005,1/30/2019 0:00,Level3,Kicukiro,Simba_Branch1,778332.3607
NOTS25,9.438,Less fat,Meat,1854.4055,329,S008,1/30/2019 0:00,Level2,Nyarugenge,Simba_Branch2,610099.4095
HIMS87,8.645,Less fat,Fruits line,1990.25446,340,S009,1/30/2019 0:00,Level2,Gasabo,Simba_Branch1,676686.5164
DSAS04,17.355,Less fat,Simba Breads,3436.99062,351,S006,1/30/2019 0:00,Level3,Gasabo,Simba_Branch1,1206383.708
TIAS69,22.555,Less fat,Sweet Potatoes,1566.88512,362,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,567212.4134
LICS54,0,Less fat,Fruits line,622.51442,373,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,232197.8787
ORDS33,7.098,Normal,Packed Foods,2942.5568,384,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,1129941.811
PQWS90,23.725,Less fat,Irish Potatoes,3098.31964,395,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,1223836.258
COSS30,10.6405,Less fat,Fruits line,749.97644,406,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,304490.4346
KYRS100,9.75,Less fat,Packed Foods,1918.65304,417,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,800078.3177
MEHS90,16.445,Less fat,Sweet Potatoes,3620.4357,428,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,1549546.48
RRRS09,18.59,Less fat,Sweet Potatoes,1212.55496,439,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,532311.6274
BWNS34,23.205,Less fat,Fried Foods,2019.6314,450,S001,1/31/2019 0:00,,Nyarugenge,Simba_Branch4,908834.13
ASTS16,8.3525,Less fat,Clothes line,2049.83282,461,S001,1/31/2019 0:00,,Nyarugenge,Simba_Branch4,944972.93
NOTS40,8.8725,Normal,Packed Foods,2409.94686,472,S015,1/31/2019 0:00,,Kicukiro,Simba_Branch1,1137494.918
ARSS04,0,Less fat,Packed Foods,3224.21166,483,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,1557294.232
PADS23,26.325,Less fat,kitchen items,3855.0722,494,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,1904405.667
RIES50,24.96,Less fat,Cooking Oil,3815.40772,505,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,1926780.899
UMRS32,23.01,Less fat,kitchen items,2619.50418,516,S001,1/31/2019 0:00,,Nyarugenge,Simba_Branch4,1351664.157
BOGS14,12.6035,Normal,Packed Foods,2754.3609,527,S015,1/31/2019 0:00,,Kicukiro,Simba_Branch1,1451548.194
NGAS72,0,Less fat,Packed Foods,4071.44646,538,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,2190438.195
YMOS98,10.075,Less fat,Sweet Potatoes,1501.60452,549,S015,1/31/2019 0:00,,Kicukiro,Simba_Branch1,824380.8815
OOBS36,0,Less fat,Alcohols,2506.62746,560,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,1403711.378
AFYS69,25.675,Normal,Irish Potatoes,2823.8962,571,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,1612444.73
OMBS21,6.9225,Normal,Cheese,871.81786,582,S001,1/31/2019 0:00,,Nyarugenge,Simba_Branch4,507397.9945
DESS10,0,Normal,Fried Foods,1812.59326,593,S011,1/31/2019 0:00,Level3,Gasabo,Simba_Branch4,1074867.803
OOBS10,0,Less fat,Hygiene,2392.18074,604,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,1444877.167
SHMS01,0,Normal,Packed Foods,2907.52068,615,S011,1/31/2019 0:00,Level3,Gasabo,Simba_Branch4,1788125.218
LYNS03,8.723,Normal,Sweet Potatoes,1045.84294,626,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,654697.6804
RRTS88,18.655,Less fat,Sweet Potatoes,1244.9472,637,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,793031.3664
JIRS04,19.76,Less fat,Hygiene,750.51338,648,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,486332.6702
EADS99,7.566,Normal,Fruits line,4029.1381,659,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,2655202.008
DDDS19,7.267,Normal,Fried Foods,972.09376,670,S008,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch2,651302.8192
UMAS06,24.05,Normal,Irish Potatoes,2324.25626,681,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,1582818.513
BIES78,0,Normal,Fried Foods,2090.65282,692,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,1446731.751
MNFS43,18.2,Normal,Irish Potatoes,2410.97992,703,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,1694918.884
PRDS75,9.8865,Less fat,Fruits line,2590.8297,714,S001,1/31/2019 0:00,,Nyarugenge,Simba_Branch4,1849852.406
ZIRS13,0,Less fat,Hygiene,960.11152,725,S011,1/31/2019 0:00,Level3,Gasabo,Simba_Branch4,696080.852
KKYS19,12.48,Less fat,Sweet Potatoes,1681.9096,736,S015,1/31/2019 0:00,,Kicukiro,Simba_Branch1,1237885.466
FEES76,23.01,Normal,Meat,1630.71818,747,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,1218146.48
OWIS81,20.41,Less fat,Alcohols,681.0189,758,S001,1/31/2019 0:00,,Nyarugenge,Simba_Branch4,516212.3262
VMAS15,17.745,Less fat,Hygiene,864.9601,769,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,665154.3169
NNIS19,18.98,Normal,Fruits line,1728.96878,780,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,1348595.648
PADS90,20.28,Less fat,Fried Foods,3456.82286,791,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,2734346.882
OVES01,26.325,Less fat,Cheese,3415.50674,802,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,2739236.405
EANS19,10.426,Less fat,Fried Foods,2386.39686,813,S001,1/31/2019 0:00,,Nyarugenge,Simba_Branch4,1940140.647
HOTS13,23.855,Less fat,Fruits line,1473.38534,824,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,1214069.52
FRIS01,21.58,Less fat,Packed Foods,1865.35468,835,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,1557571.158
FRIS07,13,Normal,Irish Potatoes,3590.06876,846,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,3037198.171
NSWS10,20.93,Normal,Cheese,2817.07926,857,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,2414236.926
KUDS45,16.9,Normal,Packed Foods,3081.00882,868,S001,1/31/2019 0:00,,Nyarugenge,Simba_Branch4,2674315.656
EKES10,20.93,Normal,Irish Potatoes,1986.61834,879,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,1746237.521
SRNS15,24.7,Less fat,Irish Potatoes,1657.32654,890,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,1475020.621
ANYS30,22.88,Less fat,Fried Foods,2567.81664,901,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,2313602.793
ELNS30,8.216,Less fat,Meat,615.16054,912,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,561026.4125
ANYS09,12.09,Normal,Meat,2404.16298,923,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,2219042.431
OGAS21,14.43,Normal,Irish Potatoes,2748.61784,934,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,2567209.063
INOS69,0,Less fat,Alcohols,2374.91074,945,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,2244290.649
KADS98,7.995,Less fat,Sweet Potatoes,1561.18288,956,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,1492490.833
NVES78,27.105,Less fat,Kabenzi Foods,3516.40122,967,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,3400359.98
URPS05,22.23,Normal,Packed Foods,2221.29566,978,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,2172427.155
REDS07,17.095,Normal,Fried Foods,1356.25392,989,S008,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch2,1341335.127
NIES11,21.45,Normal,Sweet Potatoes,1502.59676,10,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,15025.9676
OMMS40,15.145,Less fat,Fruits line,2919.0068,21,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,61299.1428
NUMS18,17.095,Less fat,Fruits line,2516.5844,32,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,80530.7008
OGAS30,25.155,Normal,Fried Foods,1789.04326,43,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,76928.86018
SIOS20,25.155,Normal,Fruits line,1918.69386,54,S015,1/31/2019 0:00,,Kicukiro,Simba_Branch1,103609.4684
ONMS34,21.45,Normal,Fruits line,1592.50124,65,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,103512.5806
NGAS72,27.755,Less fat,Packed Foods,4058.88646,76,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,308475.371
RELS19,20.8,Normal,Fruits line,903.13622,87,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,78572.85114
USIS44,26.65,Less fat,kitchen items,548.2283,98,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,53726.3734
AFYS69,25.675,Normal,Irish Potatoes,2833.3162,109,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,308831.4658
ICOS41,22.88,Less fat,kitchen items,2813.40232,120,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,337608.2784
LSOS22,5.9995,Normal,Packed Foods,3678.981,131,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,481946.511
SSIS01,7.644,Less fat,Alcohols,2420.93686,142,S008,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch2,343773.0341
IJRS60,15.34,Normal,Fried Foods,1979.30528,153,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,302833.7078
TIAS69,22.555,Less fat,Sweet Potatoes,1599.85512,164,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,262376.2397
EDUS73,16.055,Normal,Meat,3091.99882,175,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,541099.7935
ONSS86,0,Less fat,Fruits line,1743.05796,186,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,324208.7806
OMMS23,11.7,Less fat,Irish Potatoes,3362.20838,197,S015,1/31/2019 0:00,,Kicukiro,Simba_Branch1,662355.0509
GRES10,8.1055,Less fat,kitchen items,4133.6687,208,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,859803.0896
NJYS23,12.48,Less fat,Fried Foods,3843.6269,219,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,841754.2911
TEDS33,21.775,Less fat,Fried Foods,2451.7591,230,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,563904.593
URPS05,22.23,Normal,Packed Foods,2219.72566,241,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,534953.8841
NOTS40,8.8725,Normal,Packed Foods,2427.21686,252,S001,1/31/2019 0:00,,Nyarugenge,Simba_Branch4,611658.6487
RELS15,8.814,Normal,Sweet Potatoes,1447.7284,263,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,380752.5692
SSSS01,20.8,Normal,Sweet Potatoes,2856.82538,274,S008,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch2,782770.1541
PIMS26,19.5,Less fat,Kabenzi Foods,1664.10266,285,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,474269.2581
UWIS10,9.607,Less fat,kitchen items,3945.51362,296,S008,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch2,1167872.032
KBRS26,22.88,Less fat,Irish Potatoes,667.96278,307,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,205064.5735
BWOS33,16.445,Normal,Fruits line,3762.56466,318,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,1196495.562
BWNS34,23.205,Less fat,Fried Foods,1995.5014,329,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,656519.9606
ECDS54,14.495,Normal,Cheese,2362.39156,340,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,803213.1304
OWIS81,20.41,Less fat,Alcohols,673.1689,351,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,236282.2839
NEKS14,19.045,Less fat,Cooking Oil,886.44398,362,S001,1/31/2019 0:00,,Nyarugenge,Simba_Branch4,320892.7208
TMPS60,0,Less fat,Cheese,865.00092,373,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,322645.3432
BANS14,23.725,Less fat,Fruits line,2519.68358,384,S015,1/31/2019 0:00,,Kicukiro,Simba_Branch1,967558.4947
DDGS01,26.91,Normal,Sweet Potatoes,1549.65594,395,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,612114.0963
OBES10,20.605,Less fat,Fried Foods,838.31092,406,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,340354.2335
IBWS08,8.5475,Normal,Simba Breads,2288.18708,417,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,954174.0124
ARAS50,23.075,Less fat,Cooking Oil,2792.4962,428,S015,1/31/2019 0:00,,Kicukiro,Simba_Branch1,1195188.374
BYJS30,0,Less fat,Sodas,2909.09068,439,S011,1/31/2019 0:00,Level3,Gasabo,Simba_Branch4,1277090.809
FRES18,0,Normal,Cheese,2254.18402,450,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,1014382.809
VINS32,0,Less fat,Fried Foods,705.60196,461,S011,1/31/2019 0:00,Level3,Gasabo,Simba_Branch4,325282.5036
INZS13,21.71,Normal,Fruits line,2846.37232,472,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,1343487.735
ISLS33,14.105,Less fat,kitchen items,1808.33856,483,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,873427.5245
PIMS80,13,Less fat,Fried Foods,1785.94408,494,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,882256.3755
RAES10,17.745,Normal,Meat,595.86524,505,S001,1/31/2019 0:00,,Nyarugenge,Simba_Branch4,300911.9462
HWIS19,24.7,Normal,Irish Potatoes,735.88726,516,S001,1/31/2019 0:00,,Nyarugenge,Simba_Branch4,379717.8262
ITSS54,12.48,Normal,Simba Breads,1609.2343,527,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,848066.4761
SMMS13,15.6,Less fat,Sweet Potatoes,1948.97916,538,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,1048550.788
BGKS04,7.7025,Normal,Cheese,687.79502,549,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,377599.466
LAAS12,16.9,Less fat,kitchen items,3995.67198,560,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,2237576.309
TIYS12,10.634,Normal,Irish Potatoes,919.37316,571,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,524962.0744
CATS44,16.64,Less fat,Fruits line,1515.6937,582,S015,1/31/2019 0:00,,Kicukiro,Simba_Branch1,882133.7334
AVES10,24.96,Less fat,Packed Foods,1409.05616,593,S015,1/31/2019 0:00,,Kicukiro,Simba_Branch1,835570.3029
OMBS44,18.85,Normal,Fried Foods,2502.99134,604,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,1511806.769
SMMS01,6.747,Less fat,Irish Potatoes,3089.9327,615,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,1900308.611
GWIS20,17.29,Normal,Fruits line,958.54152,626,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,600046.9915
ARTS06,25.48,Less fat,kitchen items,1394.96698,637,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,888593.9663
YENS16,23.075,Less fat,Cheese,3897.9175,648,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,2525850.54
URIS40,16.055,Less fat,Fried Foods,1870.06468,10,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,18700.6468
YOUS20,18.655,Less fat,Hygiene,1724.21796,21,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,36208.57716
MOUS78,8.2745,Less fat,Irish Potatoes,993.08152,32,S015,1/31/2019 0:00,,Kicukiro,Simba_Branch1,31778.60864
IFES66,0,Less fat,Sodas,2259.39014,43,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,97153.77602
SHMS01,0,Normal,Packed Foods,2901.24068,54,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,156666.9967
UOYS22,19.175,Less fat,Hygiene,3747.44242,65,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,243583.7573
CHDS05,15.795,Less fat,Irish Potatoes,3328.28696,76,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,252949.809
BMVS11,8.567,Less fat,kitchen items,1907.70386,87,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,165970.2358
ONIS22,16.38,Normal,Cheese,4013.47892,98,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,393320.9342
MUSS16,0,Less fat,Fruits line,2353.01238,109,S011,1/31/2019 0:00,Level3,Gasabo,Simba_Branch4,256478.3494
ZXES10,0,Less fat,Cooking Oil,1318.65556,120,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,158238.6672
WORS33,0,Normal,Simba Breads,749.52114,131,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,98187.26934
TIYS12,0,Normal,Irish Potatoes,930.36316,142,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,132111.5687
BOGS90,9.5225,Less fat,Fruits line,1455.61922,153,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,222709.7407
ESTS23,0,Less fat,Simba Breads,2760.6409,164,S011,1/31/2019 0:00,Level3,Gasabo,Simba_Branch4,452745.1076
UOYS01,19.63,Normal,Irish Potatoes,2049.3367,175,S009,1/31/2019 0:00,Level2,Gasabo,Simba_Branch1,358633.9225
KMBS49,0,Normal,Sweet Potatoes,2576.6997,186,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,479266.1442
MOFS43,11.063,Normal,Fried Foods,2715.19254,197,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,534892.9304
AKIS14,0,Less fat,Fruits line,2672.30642,208,S011,1/31/2019 0:00,Level3,Gasabo,Simba_Branch4,555839.7354
KJHS09,26.455,Normal,Cheese,4039.09504,219,S010,1/31/2019 0:00,,Kicukiro,Simba_Branch1,884561.8138
LQDS05,23.205,Less fat,Hygiene,1521.47758,230,S008,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch2,349939.8434
MOFS18,23.725,Less fat,Fried Foods,4058.39034,241,S008,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch2,978072.0719
XIWS60,22.88,Less fat,Hygiene,2519.7244,252,S003,1/31/2019 0:00,Level1,Nyarugenge,Simba_Branch1,634970.5488
GGGS99,14.1635,Less fat,Irish Potatoes,1670.9196,263,S006,1/31/2019 0:00,Level3,Gasabo,Simba_Branch1,439451.8548
SPOS07,15.405,Less fat,Cheese,1564.85982,274,S001,1/31/2019 0:00,,Nyarugenge,Simba_Branch4,428771.5907
USIS44,0,Less fat,kitchen items,563.9283,285,S007,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch3,160719.5655
MRGS53,18.33,Less fat,Fruits line,1391.33086,296,S008,1/31/2019 0:00,Level2,Nyarugenge,Simba_Branch2,411833.9346
CDDS01,19.695,Normal,Fried Foods,2068.13588,307,S005,1/31/2019 0:00,Level3,Kicukiro,Simba_Branch1,634917.7152
KJFS09,22.425,Less fat,Cheese,1438.3084,318,S001,1/31/2019 0:00,,Nyarugenge,Simba_Branch4,457382.0712
